Q,Q_1 Thème,Q_2 Thème,Q_3 Thème,Q_4 Thème
delais d attente raisonnable interlocuteur courtois,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
parce que j ai eu de reponses rapides et ma demande a bien ete prise en compte.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
we are happy,IMPRESSIONS GENERALES,,,
par rapport a l accueil et au service rendu et parce qu ils ont repondu a mes attentes.,RELATION CLIENTELE,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION
,IMPRESSIONS GENERALES,,,
parce que j ai ete satisfait,IMPRESSIONS GENERALES,,,
j ai demande a ce qu ils arrêtent les demandes de prelevement aupres de la tresorerie mais ils nous repondent qu ils vont continuer ces demandes de prelevement. ils n ont pas compris la demande.,TRAITEMENT DE LA DEMANDE-RECLAMATION,IMPRESSIONS GENERALES,,
juste de faire attention a nos demandes il y a beaucoup trop d erreurs. maintet quand on envoie un mail on a une reponse rapide. ,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
parce que ma demande n a pas du tout ete traite,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
parce que j ai du relancer plusieurs fois sur cette meme demande et on nous a fait payer 30 euros le duplicata.,FACTURATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
,IMPRESSIONS GENERALES,,,
un meilleur suivi des demande exactes qui leur sont faites.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"gentillesse, professionnalisme, concis et rapide.",RELATION CLIENTELE,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,
l attente telephonique est parfois longue,RELATION CLIENTELE,,,
,IMPRESSIONS GENERALES,,,
la personne au telephone a bien pris en compte l importance du dysfonctionnement et a tout mis en uvre pour le traiter le plus rapidement possible.,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
encaisse les cheques pour leur montant,PAIEMENT,,,
par rapport au fait que je n ai pas encore eu confirmation de la bonne mise en place.,IMPRESSIONS GENERALES,,,
je ne voyais pas l avant derniere facture sur ****** mais je ne sais pas si c est moi qui l ait supprime sans faire attention.,FACTURATION,,,
j ai du appeler 2 fois pour avoir une reponse complete,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
faire ce qui est dit,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
qu ***** fasse les demarches aupres d ****** afin que on ne soit pas nous intermediaire.,ORGANISATION-PROCESS,,,
parce qu on m avait dit que mes demandes de duplicata serait facturees alors que je ne pouvais plus avoir avoir acces a certaines factures sur mon site. j attendais ces fameuses factures depuis juillet 2017. un responsable ugap m a dit que je n avais pas a payer.,FACTURATION,FACTURATION,,
ameliorer le traitement informatique sur la facturation,ORGANISATION-PROCESS,,,
repondre a ses clients.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"j ai suivi les conseils de mon demenageur en prenant ***** mais depuis le 1er septembre je n ai ni de facture d electricite et de gaz . on me sollicite pour le gaz , et ils m ont resilie mon contrat pour aller chez ***** collectivite. il faut que je reexplique tout a chaque fois car interlocuteur different. le plus difficile c est que l on met ma parole en doute , on ne croit pas que je donne le bon releve , on a envoye deux monsieur. c est usant d etre harcelee par *****.",FACTURATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION
conseillere tres a l ecoute qui a repondu a toute mes demandes.,RELATION CLIENTELE,RELATION CLIENTELE,,
"au premier contact et suivant la demande du client, le diriger vers le bon interlocuteur",TRAITEMENT DE LA DEMANDE-RECLAMATION,ORGANISATION-PROCESS,,
"plus de facilite dans les operations administratives. il existe aussi un 'ras le bol' que les normes changent tout le temps, ex: de tarif jaune en c4.",ORGANISATION-PROCESS,,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
parce que je suis dans l attente de voir si le probleme est resolu.,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
**************** ,RELATION CLIENTELE,IMPRESSIONS GENERALES,,
ne rien changer.,IMPRESSIONS GENERALES,,,
"nous apporter des rapports techniques, nous dire comment on peut fonctionner et nous proposer des solutions . la j ai fait une demande mais on ne m a propose aucune solution.",ORGANISATION-PROCESS,,,
envoyer les bonnes factures ,FACTURATION,,,
retransmettre les conditions de contrat une fois que celui-ci se termine comme il s agit de contrats tacites.,CONTRAT,,,
,IMPRESSIONS GENERALES,,,
"je suis satisfait globalement pour la prise en compte de la demande, c est un plus long dans le traitement.",TRAITEMENT DE LA DEMANDE-RECLAMATION,IMPRESSIONS GENERALES,,
les factures multisites devraient être organisees differemment a savoir site apres site,FACTURATION,,,
,IMPRESSIONS GENERALES,,,
j ai eu une reponse et voila.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
pour la rapidite de la reponse et la prise en compte de la demande.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
"etre a l ecoute du client. eviter les intermediaires, avoir un seul interlocuteur, sinon on est obliges de repeter et l information se perd.",RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
la reponse est difficilement comprehensible par une personne 'lambda',TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
"d un côte il m ont repondu. de l autre, ce n est pas la reponse que j attendais. en consequent, je n ais pas gagner de temps puisque je dois faire moi même les recherches sur un site.",TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
une ecoute plus important pour une collectivite au niveau de la facturation,RELATION CLIENTELE,FACTURATION,,
la personne que j ai eu au telephone a ete reactive et a traite le probleme mais celui ci perdure depuis un certain temps et c est dommage qu il n ait pas ete regle avant.,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,
,IMPRESSIONS GENERALES,,,
"elle n a pas aboutie , je ne sais si je vais etre remboursee.  ",PAIEMENT,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
,IMPRESSIONS GENERALES,,,
qu ils soient un peu plus precis du côte administratif,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"actuellement sur nos contrats nous avons des problemes de factures qui est recurent, avec des productions d avoirs, des refacturations et donc des prelevements de montants assez exorbitants.",FACTURATION,FACTURATION,,
c est quand meme une entreprise reactive/je suis satisfait des 2 interlocuteurs,IMPRESSIONS GENERALES,,,
j ai du rappeler deux fois et la j attends toujours un retour,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
je ne sais pas,IMPRESSIONS GENERALES,,,
tout a ete rapide et conforma a la demande.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
parce que je n ai toujours pas de retours et il n y a pas de reactivite.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"revoir les services telephoniques, des plateformes d appels en france, faire les factures en temps et heure !!!!!!!!!!!",FACTURATION,ORGANISATION-PROCESS,,
parce que c etait bien. ils ont repondu a mes attentes.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
**************** mais pas immediate,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
"suite a un rendez vous programme avec accuse de confirmation de votre part, je me suis trouve a 19h00 sans chauffage a la restauration scolaire",TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
"parce que je suis satisfait. seul bemol, c est pour avoir la bonne personne.",TRAITEMENT DE LA DEMANDE-RECLAMATION,IMPRESSIONS GENERALES,,
vous pourriez envoyer les factures en pdf regulierement a ***************. ca serait plus efficace qu en demonder chaque mois.  merci,FACTURATION,,,
exactitude des reponses quant a mes attentes ,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
rien pour le moment,IMPRESSIONS GENERALES,,,
envoyer les factures par courrier en plus de mail sans devoir le demander. que ce soit automatique,FACTURATION,,,
faire un releve de compteur au reel en find e contrat et facturer sur cette base la.,ORGANISATION-PROCESS,,,
,IMPRESSIONS GENERALES,,,
satisfait du service et de la reactivite ,RELATION CLIENTELE,IMPRESSIONS GENERALES,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
parce que je trouve qu on n arrive jamais a l execellence. une perte d information sur l intitule de la manifestation qui m est demande ensuite par ******.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
modifier son logiciel pour que la modification de designation du compte ne soit pas ecrasee.,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
ras,IMPRESSIONS GENERALES,,,
parce je n ai par reçu les bons documents.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
"************* dedie, ce qui est le cas",TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
je ne sais pas trop quoi dire de plus au niveau echanges ça se passe tres bien aussi. donc plus de contrôle ou mettre des alertes sur les demandes traitees automatiquement pour eviter que cela se reproduise.,RELATION CLIENTELE,RELATION CLIENTELE,ORGANISATION-PROCESS,
demande de renseignements faite par **** le 24/05/2018 restee sans reponse,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
"la demande etait completement remplie mais au niveau des emails de confirmation , j en reçu plusieurs point negatif un seul aurait suffit.",TRAITEMENT DE LA DEMANDE-RECLAMATION,ORGANISATION-PROCESS,,
que le necessaire soit fait par rapport aux demandes faites par le client,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
probleme d  acces a l  espace client resolu + explications fournies.,ESPACE CLIENT,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
on ne sera plus client ce n est pas nous qui decidons . on a un forfait energie mais je ne connais pas le nom du prestataire c est peut-être *****. ,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
"reponse dans un tres bon delai, une fois que nous avons le bon interlocuteur.",TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,
un meilleur suivi de leur facturation.,FACTURATION,,,
"mr ********* est a l ecoute et repond avec beaucoup de precision a nos demandes. de plus, il est tres reactif.",RELATION CLIENTELE,RELATION CLIENTELE,TRAITEMENT DE LA DEMANDE-RECLAMATION,
"contact sympathique, les personnes ont pris en compte ma demande en faisant le maximum pour qu elle aboutisse.",RELATION CLIENTELE,RELATION CLIENTELE,,
repondre a ma demande ou me faire une facture manuelle en mettant epide dessus. comprendre que nous sommes une service public et que les factures doivent être conformes dans le destinataire en autre epide.,ORGANISATION-PROCESS,,,
pour etre gentille/ c est difficile d avoir une reponse directement ,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
"donnez reponse, rappeler ses clients, prendre le temps d etudier les dossiers, arrêter la pause cafe et la sieste!",TRAITEMENT DE LA DEMANDE-RECLAMATION,ORGANISATION-PROCESS,,
"tres bon accueil, aimable, ******* a mes attentes",RELATION CLIENTELE,RELATION CLIENTELE,,
ma demande d informations datait du 11 octobre 2018 et je n ai eu ma reponse que courant mars 2019. le delai de traitement est vraiment trop trop long.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
,IMPRESSIONS GENERALES,,,
"parce qu ils ont repondu assez rapidement. mais nous avons eu beaucoup d antecedents avec eux pour des emissions de facture ou ils ne respectent pas ce que leur demande, et avec ma repsonsable cela fait un moment que l on essaye d avoir des factures correctes. cela fait des annees que l on esssaye d avoir des factures correctes avec eux, ils essayent de corriger mais cela traine.",FACTURATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
"pour une simple demande du contrôle du voltage de notre ligne , il faut appeler envoyer un mail puis on est ra pelle par une autre entreprise qui demande a son tour rappeler un autre numero, bref c est tres complique d avoir une action rapide , sans electricite on ne produit pas..... notre parc machine necessite 400 volts permanent , c est pour ça que je demande un contrôle de noter ligne,  reponse de vos techniciens ( nous fournissons plus ou moins 400 volts.... quand je fabrique une fenêtre ce n est pas plus ou moins la dimension demandee).  je comprend que ça fait parti du contrat edf mais je demande une solution a mon probleme dans les plus bref delais. cordialement ",TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
le jour de livraison prevue ne correspond pas a la demande,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
envoi d un mail pour notifier ma demande,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
 ,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
je n avais pas mes factures depuis septembre l an dernier mais j ai dû appeler 3 ou 4 fois pour avoir ma facture. une des factures demandee etait bloquee et on a pas su me dire pourquoi or ces factures n est toujours pas mises en paiements a ce jour.,FACTURATION,,,
,IMPRESSIONS GENERALES,,,
,IMPRESSIONS GENERALES,,,
"la personne que j ai eu au telephone n a pas su me repondre, la compabilite m a donne un espompt illisible, il y a des annulmations et reprises, je suis quand même arrivee a mes fins.",RELATION CLIENTELE,,,
bien,IMPRESSIONS GENERALES,,,
me repondre,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
mieux prendre en compte nos demandes ,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
avertir en cas de surconsommation le plus rapidement possible  merci,ORGANISATION-PROCESS,,,
je n ai pas d information pour le moment sur la clôture de la demande et j ai juste un accuse de reception de prise en charge.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
rien,IMPRESSIONS GENERALES,,,
probleme non resolu,IMPRESSIONS GENERALES,,,
des plages horaires de releve de compteur en fonction des horaires du client.,ORGANISATION-PROCESS,,,
"parce qu elle ne correspond pas. je voulais que des consommations soient integrees a la facture et cela n y est pas, c est a dire le graphique des consommations, les depassements et du reactif.",TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
parce que j ai eu les documents demandes.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
est-ce vraiment la peine de repondre ? ....,IMPRESSIONS GENERALES,,,
j 4ai 2t2 bien renseigne et la personne etait patiente,RELATION CLIENTELE,RELATION CLIENTELE,,
resoudre mon probleme reouvrir le compteur et fermer le bon compteur.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
dans l attente de reponses...,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
pour le suivi des releves de compteurs car j ai eu pas mal de problemes par la suite.,ORGANISATION-PROCESS,,,
,IMPRESSIONS GENERALES,,,
************************** et des qu on a des demande les reponse sont dans la journee. tres satisafait.,TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
je mets 7 parce qu ils n ont pas tout a fait repondu a ma question et je dois les recontacter sur d autres points. leur reponse ne correspond pas tout a fait a ce que j ai demande.,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
nous sommes satisfaits ,IMPRESSIONS GENERALES,,,
"je n ai pas eu de reponse a mon mel, malgre l appel que j avais passe auparavant",TRAITEMENT DE LA DEMANDE-RECLAMATION,,,
satisfaite de votre reponse mais en attente de la suite donnee apres que nous ayons effectue  les transferts de pdl demandes par la cassb,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
rien,IMPRESSIONS GENERALES,,,
parce qu ils ont repondu exactement a la question posee et dans un delai convenable. j ai eu une reponse par mail dans la semaine comme me l avait indique mon interlocuteur au telephone.,TRAITEMENT DE LA DEMANDE-RECLAMATION,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
deja qu ils soient bons au niveau des prestations et de leurs services qu on arrive a joindre les gens et je vous dis ça en tant que chef d entreprise.,RELATION CLIENTELE,,,
"j ai eu une reponse generique, un 'copier coller' d un texte alors que j attendais une reponse precise basee sur mon contrat. je ne sais pas exploiter la reponse generique ecrite dans un jargon technique inexploitable.",CONTRAT,TRAITEMENT DE LA DEMANDE-RECLAMATION,,
la gestionnaire a bien gere,RELATION CLIENTELE,,,
,IMPRESSIONS GENERALES,,,
"d être plus claire dans vos factures, de ne plus faire de surestimation, de nombreux avoirs et cheques qui correspondent a quelles factures ?",FACTURATION,,,
